created_at,express_pk,PK_x,creator,expression_answer,PK_y,express_question
1706771619,express#6aa6e24f-775e-48c5-b382-6916ef11f429,expression#a0ad70eb-1842-4c8d-a247-02af471b910c,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,Practical personal finance ,express#6aa6e24f-775e-48c5-b382-6916ef11f429,"if you could create a new college course, what would it be about?"
1707036772,express#6aa6e24f-775e-48c5-b382-6916ef11f429,expression#12754237-764c-4208-9c46-5111104083d1,user#user_2YaweNj36RjSiEBpNpgbJ9BszQc,"Social networking, for people to learn how to communicate and to be a interesting people in real world.",express#6aa6e24f-775e-48c5-b382-6916ef11f429,"if you could create a new college course, what would it be about?"
1713557190,express#6aa6e24f-775e-48c5-b382-6916ef11f429,expression#9eb988e2-6834-4466-b981-b8329e8c3e9f,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,How to invest Bitcoin,express#6aa6e24f-775e-48c5-b382-6916ef11f429,"if you could create a new college course, what would it be about?"
1713715759,express#6aa6e24f-775e-48c5-b382-6916ef11f429,expression#3c46774a-9518-4689-947d-5c8d1983c60a,user#user_2fO7OLYK14CXeLEVOmnlb6suTIY,frogs,express#6aa6e24f-775e-48c5-b382-6916ef11f429,"if you could create a new college course, what would it be about?"
1713722803,express#6aa6e24f-775e-48c5-b382-6916ef11f429,expression#b7dedaae-d377-4324-8c19-6c15e9a45de9,user#user_2fOPDdGXU7W3X0USvebqIP6ZKq7,"If I could create a new college course, it would be about cars. Knowing how to fix every single little thing that could go wrong with your car and other types of cars.",express#6aa6e24f-775e-48c5-b382-6916ef11f429,"if you could create a new college course, what would it be about?"
1716751941,express#6aa6e24f-775e-48c5-b382-6916ef11f429,expression#595133ea-a4ce-4b04-a781-540d4400106a,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,"If I could create a new college course, it would be about Personal Finance. Topics would include how to buy a house and how to invest in stocks, as they are super useful.",express#6aa6e24f-775e-48c5-b382-6916ef11f429,"if you could create a new college course, what would it be about?"
1713027189,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#5f2cb8bd-6684-4a94-9e07-f3112e057a42,user#user_2f3Og7u2pr8pcuo5vUp0FCXkXni,I just want love and truthfulnesses ,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1713309801,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#b9bc76bd-e235-452a-8b81-97e2929d5194,user#user_2eyc81XJUgAHcb5whsBRw0ZbWTb,"I look for people that are intelligent, knowledgeable, kind, and artistic. I don’t really care how someone looks, just as long as they fit these qualities I’m content. Sadly I’ve yet to find this kind of person.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1713619021,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#653a8cca-897c-4fa6-93cf-79db45bbf934,user#user_2YkTlbTqMuKBhQApoIFkx6Fvtar,love animal,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1713641849,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#07508c2b-d1ed-4aa0-96e8-f7c7175f8e46,user#user_2fNUN8nUmtgrjAZ66fYlmFUYgdD,Communication,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1714014758,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#8afa2670-b0f4-4692-9205-1dae20c6efe6,user#user_2fZfdpDypnRf7900P2uM0pqDpj6,"Smart, pretty, loyal",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1714706710,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#6f5cc03e-cbad-4b2c-9d1d-97265680a18a,user#user_2fNUTLZ9Atm73QmWQntc7OkLX8g,Introvertedness,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715312813,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#0fbb858c-217a-4734-8f50-de9a0c24ff2a,user#user_2gG1tJWCxC17ym4BZFASpXYZIo3,"Passionate about their goals, because if he’s passionate about something, it means he’s not dead inside loll.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715324350,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#9735f837-b089-472a-a1b9-8f13dee5eaa0,user#user_2YZ8oZMtMNvPA0ek08kGEioZn4x,"Respects my space 🚀, because I need some time alone.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715413095,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#9fdb7510-f959-4de2-96ae-c50f4bdef0d6,user#user_2gJJp8uRUUgShTAmAQLuNl9ZuSV,"Honestly, someone who is slow enough from the rush of the modern world and can truly see me. I think the connection happens on a meta level and the content of the conversation is just a vessel.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715447695,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#f83e712b-83ac-4aa4-aa66-b4d17e743cd6,user#user_2gHZk2C2qV4ixicuE3Ok4Cdd7oe,"Kindhearted, intelligent, caring, and a sense of humor.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715449847,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#a5fcc721-32ee-4238-8dd6-08620d0534ff,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,"Knowing how to make herself happy, because then I would know how to make her happy and we can both have a happy life together.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715476157,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#ba8c1a61-fa3b-48f7-a72e-7a91dea95963,user#user_2ffbWJuJL1wiTcdto4TWw6jC1Ox,"Self-awareness, balanced engagement, & light.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715481501,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#13524c00-1e25-42d7-a8ae-0f22e6334183,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,"Social media savvy 📸, because I hope my partner can be popular on social media.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715562773,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#a7b07be6-7d7b-4e18-aebd-425f72809668,user#user_2gOG6doUtRCdZuVEjAd5AKbpSto,"Humor, makes me laugh 😄 we have good chemistry and long term growth together. It makes me happy and generates more endorphins hormones.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715570926,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#d5ba0ad7-8e2f-44b9-a53f-d72451c6239e,user#user_2gOXGIXroUyjqx5Z625WSqYAU5n,"Loves to travel, with Las Vegas on the travel bucket list.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715579950,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#fa8307ed-53e4-4ebe-88d0-c5d4ec3b874b,user#user_2YYNVmnbOHGWtLo2Xil0pRZHRAo,"Adventurous spirit, because I think life is all about experience and the biggest part of that experience is who you share it with. Someone adventurous makes every day feel new and exciting.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715637908,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#b1b229e2-052c-4656-afa1-0a67f30514ac,user#user_2gHq7hoZRQsmowRmrpTi8UakGhR,"Loyalty and kindness, because I need to know I can trust them.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715711464,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#f9e11246-4279-4839-b27b-e7111ab60629,user#user_2fEzJEp5lUhkYUyfHuo4o1WCKWz,Loyalty and kindness.,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715713242,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#6e39ecff-f3a9-47ea-8d9d-ea2bab66a141,user#user_2gTBUnjiWshIOCD7OMp6WMYdrfG,"Ambition, willingness to do better, not taking life too seriously but serious enough, enjoy where they’re at in the present moment, and kindness.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715732162,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#4faab1df-de7d-494d-9f10-a2503eaf47cf,user#user_2gRQBCsmKqY9y2gg7QiqN0L6hQh,"Genuine appreciation for himself and me, a healthy level of individualism, romance and friendship quality",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715733739,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#60d7ff07-2b0e-450f-b397-9882202ffe3b,user#user_2gTsJLFfsTbmne0vBkZog38Ovsv,Empathy,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715747648,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#7b32bac7-b0fb-4f94-9762-7df22957240f,user#user_2YkTp6AYhrXclWNvdOulYGic5Om,Positive,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715832130,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#500b2985-47af-4cdc-a6e0-7c97ead34c30,user#user_2evcpFPOeTITpKfMOdSkrpju4JS,"Emotional stable, growth mindset, sincere and supportive.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715916774,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#bf6efde1-67c5-4105-8d5f-87021a131e72,user#user_2gVvJl2OU34FOI1V6EO4q5uMJOm,"Authenticity, open-mindedness, responsible and reliable. To me, authenticity means being genuine.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715930805,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#82dafab6-c0c4-4957-ab6c-0ce876838cc3,user#user_2gaIjmw61pVhZPsaLARggvS3Cyg,Curiosity,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715953232,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#49dd97c3-4826-411e-afdb-cfed2aa1db0c,user#user_2gMIjw2HvGyw9FQph6WRI7jhCYM,Enjoys the moment and isn’t too serious.,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715978891,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#d4af6910-3d74-43ab-b864-3e31a23ca0ca,user#user_2gbuevTepLotb71H6WLvBHUSo7k,"Good communication, because it means everything.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1715991677,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#5ada8c3f-c961-45b7-a1fc-549b34f6ddac,user#user_2g7XYSNqzOzBKWlepFLuLmy0YTV,Respectfulness is important. It means wearing the other person's shoes.,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1716007064,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#3fef005a-6d46-40d5-be95-678e81183627,user#user_2gcY9rkcdNo7vSrMVsOLxns1fep,"Sense of humor, because life needs some humor to be more interesting.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1716324834,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#d26c5a29-a2b1-4bcd-9317-5f9ef7770bf5,user#user_2gnCQNo639SRIjZr36uLLh6fW99,Experienced designer in big tech companies ,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1716343675,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#81e3aeb9-11ba-4da1-b6b8-f3a43271904a,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,"Authenticity, because we can be our true self.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1716406793,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#e6edc32b-a0f4-49c4-a840-35a86b975dda,user#user_2gnVXlmRfdhCrK38ShqvlIAeaNv,Outgoing,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1716409449,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#96682c47-142b-4aa0-803a-e83f6a72ed13,user#user_2gpvNULgfwpZIJjuuAX2npUUq6T,"Optimism, because it leads to a happy life.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1716416346,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#bed6aa85-aad2-4f44-8874-e8a832c18c3a,user#user_2fFipKCJx2XaeXMpFuVMiMtRH4s,"Shared values, respectfulness, seeking adventures, curiosity, problem solving. Explore new worlds and new knowledge.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1716507811,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#4dc69fbd-d87b-4392-ab3a-f0e5239171c5,user#user_2deLwA2RcmdQpfufnNpI0yOiBMh,"Someone that shares the same hobbies and could enjoy life together with me. Cycling, photography, art, etc… Doesn’t necessarily have to be exactly the same, but I’d like to have things in common that we could do together. It’s a very broad topic… it could be listening to music together (I like to collect vinyl), going to galleries, or even spending time to decorate our home. Nothing too special, just the ones from the artists I like. The one I listen the most is Daniel Caesar, but I like the collecting process more than listening to them.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1716559370,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#493f270b-91e0-4062-9b7e-79eed46970c5,user#user_2gsQLxRwB4st5ADigeP2kVmDobs,Emotional intelligence and Supportiveness. Willing to take on responsibility equally.,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1716649244,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#cf5ca65f-587c-4559-a1aa-281781691128,user#user_2gxpCf2IOhCb7B9RyU2NY7bRPz8,intelligence ,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1717021114,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#b8b686db-a7a9-464d-ae3c-5f43276bbc6e,user#user_2h9yvFFQOzUTUCFiwEO3lPlpcCP,"Funny, well-educated, and respect are key traits I look for in a partner because humor is important to me.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1717216289,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#06697cf5-0bdb-40c2-a548-cb2492be2fbb,user#user_2b1FSz7FIpO1EFC6OueZAIaa1Hs,"Sense of security, feeling secure with someone is important. Financially well-off, physically attractive, responsible, and a good person makes me feel safe.",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1718319074,express#c140b277-9343-4b04-afbe-ecd310d1ffbf,expression#c4cef815-05ba-4be9-b70f-b7f712ad8f8f,user#user_2h6cMsYdx6CiVQoW12vnTHEkbBy,"Empathy, supportiveness, and likes cute stuff like cute anime art, plushies, outfits, and accessories. It’s important that they are happy and enjoy life by doing things that they enjoy. ",express#c140b277-9343-4b04-afbe-ecd310d1ffbf,What traits do you look for in your partner?
1707783736,express#53bd12ae-4b81-4f6f-8963-64683a18a970,expression#79daad9f-230d-46bd-8f1d-7cf6604a1d1f,user#user_2an0S7xzpwQNXgwQwLghZ2DECkF,hi add me on WeChat girls~,express#53bd12ae-4b81-4f6f-8963-64683a18a970,"If you could time-travel for a day, which era would you choose and why?"
1716348900,express#53bd12ae-4b81-4f6f-8963-64683a18a970,expression#ebdb448d-1b31-461e-ae15-82dd6f84fbee,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,"2050s, see climate change progress.",express#53bd12ae-4b81-4f6f-8963-64683a18a970,"If you could time-travel for a day, which era would you choose and why?"
1704914850,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#901dba16-63a5-4c15-be6b-2b1418db5391,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,"My grandparents have a nice garden. I used to play in the garden and get my hands all dirty, which my mom often gets mad me for. Good times. Not everyday I am just on my phone. I miss the time when I am outside with my friends. ",express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1704921886,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#80879eb5-01a6-41f9-89db-1720a7e46e55,user#user_2YmQpS4YTQ3uY4qq9FxWEsqCZA9,Falling down in a park with my teddy bear ,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1704931562,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#7b929dc8-99d9-4177-af10-79281a3cfe41,user#user_2amiyxwNE7gbLlAaxGuAPtDx2xC,My mom punished me for not writing the number 4 correctly.,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1704999841,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#ade8cb60-55b5-4e04-9b7e-c5b678f15734,user#user_2YYNVmnbOHGWtLo2Xil0pRZHRAo,Failing exam and my parents punishing me. And I was only 4! Asian parents you know ,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1705264484,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#b421f4a4-44c1-4751-ad59-e09068b363b2,user#user_2axbwZ9Oo3TC2ijfJv8BYbc3KMx,"I was such a playful naughty little baby girl during meals, racing around the house. My grandmother, with a warm smile, would chase after me to feed me. I can still recall the steaming bowl of porridge adorned with crushed peanuts, creating a delightful blend of flavors and memory! Do I have a lifelong preference for hangover meals since childhood? lol ",express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1706102536,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#396a6bdf-cbaf-4f77-a430-39cd71a6d533,user#user_2bP2Rw0wUFI50EpT2tcthFQNCAm,Eating chicken claws,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1708999833,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#88b1fbcb-a7c8-4501-b844-09f143cd1969,user#user_2YZ8oZMtMNvPA0ek08kGEioZn4x,Eating lamb in winter ,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1709174824,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#fc51858b-0adf-4fb3-8643-93ea757f6d54,user#user_2YXzN3M6f7RxAL7uAi7qF4PBaW8,My mom and dad fighting. They used to hate each other. But now they get along quite well ,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1709639460,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#c2425df2-ab32-4308-ac7e-a240d7ff716d,user#user_2dGfb9nJ4Tgh63PbKzLfNt8pFwQ,my earliest memory is walking down to the pond with my brother and collecting rocks. ,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1709667087,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#1f2d2091-9165-42b3-a3d8-22b606a7a413,user#user_2dHZBf1DV9VFiFrrJ30YMPk5FM6,Playing the piano,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1709685221,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#7640aa64-aa15-400b-a4d8-9c5cd4a1eeff,user#user_2dI9f0kYgevRAlcuoJuzP4ULTMH,My earliest memory is helping my mom bake Christmas cookies while wearing an apron that was way too big for me and standing on a chair to reach the countertop. My big contribution was storing chocolate chips into the cookie dough. ,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1709751443,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#f305bb7b-d7b9-4ca5-87c6-25b666fd1a55,user#user_2dKHXtmvNqXlYVQ06j14y0N1Qwk,😯,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1709825666,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#e7be8824-2221-4fba-9e28-9eef796baebe,user#user_2bwTCC3SLplaZvPOrJDAQMWzyjG,"The earliest memory I could recall was playing with my childhood best friend, and her mom came to pick her up with telling me her name and their address.",express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1709842146,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#87077570-09b6-40be-a501-a927a8acd02a,user#user_2cxafOn3YRojvXwBQAOWTsssxBJ,"I was at the beach with my parents, enjoying the waves, when suddenly I got swept up in them. One moment I was having the time of my life, and the next, I swore off going to the beach ever again.",express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1709844338,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#ef315804-48f9-45a5-a298-ab64f6f73c5f,user#user_2cy5MzQPKVwqRx8pLXi4knE4mtv,"At the beach with my parents, I got caught in a wave. Fun turned to fear, making me reconsider beach visits.",express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1709921224,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#1842b66e-a3f9-45ea-b9c8-8307e62b3406,user#user_2dMzQ3dgrIR7pzuBxWJIb8jFShR,Hahaha ,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1710178884,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#878aa2d4-6483-4180-8273-0de975f42754,user#user_2YmAD1cvCkPHH3RaNA4jsS9XXQq,My earliest memory is going to kindergarten and play pretend ,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1716349825,express#49dc3256-f035-4513-8647-a9fabb706b5a,expression#3f700c26-7147-4336-9508-51d13f10d2d3,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Birthday party celebrations,express#49dc3256-f035-4513-8647-a9fabb706b5a,Your earliest memory.
1716750641,express#df0ea59b-4f71-4a23-8703-28fa72c8f5b6,expression#82dce6bc-00a4-478c-ad1f-133b6fb92abd,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,not really ,express#df0ea59b-4f71-4a23-8703-28fa72c8f5b6,Have you ever discovered a dark family secret that changed your perception of your entire childhood?
1717618653,express#df0ea59b-4f71-4a23-8703-28fa72c8f5b6,expression#bed4901b-33b2-48fb-8d31-cf418f6b6a39,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Hidden inheritance dispute,express#df0ea59b-4f71-4a23-8703-28fa72c8f5b6,Have you ever discovered a dark family secret that changed your perception of your entire childhood?
1713624242,express#940b1a38-9643-43b2-86d3-cf7afbc9cadf,expression#6215833a-92b7-4625-968d-a2c8c58f2d0f,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,Selling Tesla when the price was still high,express#940b1a38-9643-43b2-86d3-cf7afbc9cadf,List your achievements from the past year!
1716347580,express#940b1a38-9643-43b2-86d3-cf7afbc9cadf,expression#769b0cc7-eea8-4e19-ad53-fbc8ef861723,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Developed a mobile app,express#940b1a38-9643-43b2-86d3-cf7afbc9cadf,List your achievements from the past year!
1717934775,express#efd1fcd8-b860-4090-9c27-5b92f5333c75,expression#8686607a-b031-426e-b856-825e249d8b82,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Learned to be patient,express#efd1fcd8-b860-4090-9c27-5b92f5333c75,How did embracing this hobby challenge your previous understanding of your own limits and vulnerabilities? @
1706822285,express#5ce9867a-8501-49c2-8aff-838cdd775498,expression#0428c85f-c8e4-4e33-b4f9-f25165f8cf4a,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,Beating 7 brutal opponents in Red Alert 2!,express#5ce9867a-8501-49c2-8aff-838cdd775498,What's your most epic gaming moment or achievement?
1707151908,express#5ce9867a-8501-49c2-8aff-838cdd775498,expression#9b3bf97f-dda8-4fcf-b22c-7ea0bc8e7528,user#user_2YZ8oZMtMNvPA0ek08kGEioZn4x,Finished baldurs gate 3 in one week,express#5ce9867a-8501-49c2-8aff-838cdd775498,What's your most epic gaming moment or achievement?
1713624284,express#5ce9867a-8501-49c2-8aff-838cdd775498,expression#3074b66e-cfb9-4595-8193-2a9b7da60d51,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,I don’t really play games anymore. I used to play this game called red alert and I was able to defeat seven enemies at once,express#5ce9867a-8501-49c2-8aff-838cdd775498,What's your most epic gaming moment or achievement?
1715505643,express#5ce9867a-8501-49c2-8aff-838cdd775498,expression#ccff9fca-7ce4-4a6e-99fc-4c5156246c90,user#user_2gMIjw2HvGyw9FQph6WRI7jhCYM,Beat the number 1 champ and his squad on Rainbow Six Siege like 3 years ago.,express#5ce9867a-8501-49c2-8aff-838cdd775498,What's your most epic gaming moment or achievement?
1716347559,express#5ce9867a-8501-49c2-8aff-838cdd775498,expression#085e20ec-73e1-4938-b556-9c761c83c44a,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Finishing a game on hardest difficulty,express#5ce9867a-8501-49c2-8aff-838cdd775498,What's your most epic gaming moment or achievement?
1718317060,express#5ce9867a-8501-49c2-8aff-838cdd775498,expression#b9da321e-0b61-4b88-9d7f-4505e08d6f05,user#user_2h6cMsYdx6CiVQoW12vnTHEkbBy,"Finishing Nier Automata was an epic achievement.  I rarely finish games. This one was good because of the design, gameplay and story. The twists and 4th wall breaks were especially memorable. The character design is great and the flow of the gameplay is nice.  2B is pretty,  I like her Katana.  I guess I’m a fan of cool weapons like the ones in WutheringWaves.  ",express#5ce9867a-8501-49c2-8aff-838cdd775498,What's your most epic gaming moment or achievement?
1717935311,express#83661189-f2d9-4f7c-b167-3911b9365bf5,expression#b5187a36-e882-4e76-be12-ff0b381d3464,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,"I think dream is vision, it implying my future to myself.",express#83661189-f2d9-4f7c-b167-3911b9365bf5,Do you believe our dreams are actually parallel universes where we live out different versions of our lives?
1706823037,express#3c04e4f9-7be8-456d-9e9e-cad3adf827c6,expression#0ea07a83-154c-4d20-8ad3-d9d09dbd74a1,user#user_2YoW9eFdjtwR4YYfpGg7f4MmLX6,Reshape my body parts to any size :),express#3c04e4f9-7be8-456d-9e9e-cad3adf827c6,What superpower would you choose to make your relationship epic?
1713624462,express#3c04e4f9-7be8-456d-9e9e-cad3adf827c6,expression#2b9dec06-781f-4b1c-8f23-5180d1ee8deb,user#user_2fBxS659N6pIiEcAIHAgkuAc49v,"Honestly, instant teleportation sounds the best maybe also is the ability to survive in all the space so that I can even explore outside of the realm of earth",express#3c04e4f9-7be8-456d-9e9e-cad3adf827c6,What superpower would you choose to make your relationship epic?
1716349347,express#3c04e4f9-7be8-456d-9e9e-cad3adf827c6,expression#4ba921ab-691d-4f20-9a9c-3912a4929a83,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Infinite creativity,express#3c04e4f9-7be8-456d-9e9e-cad3adf827c6,What superpower would you choose to make your relationship epic?
1713308368,express#14994693-1266-44f7-943f-25a9ba5aecb6,expression#350c87db-715b-4b11-9462-664d46ca110b,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,"I want to have a friendly environment.
No pushing, negative emotions, etc.",express#14994693-1266-44f7-943f-25a9ba5aecb6,What is a new tradition you would like to start with your future family?
1716348880,express#b2a505de-ffd6-4149-9559-ad29e6c68916,expression#6d78aec5-a039-4ed3-9867-a753e5b46708,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Rich burgundy,express#b2a505de-ffd6-4149-9559-ad29e6c68916,What color dominates your wardrobe?
1716347451,express#2b171897-f748-4bf5-bd9b-5d7d86f012cd,expression#3c27ea5d-7a9e-4610-8d5a-9e987dbee97f,user#user_2d92y3KHBHVJG8T8U7blPZJmH5J,Art gallery reception,express#2b171897-f748-4bf5-bd9b-5d7d86f012cd,Describe your ideal wedding.
